file_name,sentence,score,label
indonesia's electric vehicle ambitions hinge on green mining drive,with the world's largest reserves of nickel used extensively in making batteries indonesia is aiming to become an electric vehicle powerhouse not least by courting tesla ceo elon musk please update your browser your browser is out of date and may not be compatible with our website a list of the most popular web browsers can be found below,-0.9996646642684937,negative
indonesia's electric vehicle ambitions hinge on green mining drive,just click on the icons to get to the download page ith the world's largest reserves of nickel used extensively in making batteries indonesia is aiming to become an electric vehicle powerhouse not least by courting tesla ceo elon musk,0.8139456510543823,positive
indonesia's electric vehicle ambitions hinge on green mining drive,but to attract the investment needed to become an electric vehicle ev manufacturing hub experts say indonesia must avoid past environmental mistakes when decades of unregulated mining turned parts of its main tin-producing islands into a lunar landscape,0.9462262392044067,positive
indonesia's electric vehicle ambitions hinge on green mining drive,in just three years jakarta has signed deals worth about billion for battery and ev production while president joko jokowi widodo has personally tried to persuade tesla's musk to invest but questions over environmental and legal safeguards could make investors wary as they seek to safeguard their reputations,-0.9876599907875061,negative
indonesia's electric vehicle ambitions hinge on green mining drive,danny marks assistant professor of environmental politics and policy at dublin city university said mining still faces significant environmental challenges he cited decades of unregulated tin mining in the bangka-belitung islands off the southeast coast of sumatra island that has destroyed forests and coral reefs leaving piles of white tai,-0.9756274819374084,negative
indonesia's electric vehicle ambitions hinge on green mining drive,indonesia should heed the lessons from its tin mining experiences which caused numerous deaths due to mining accidents was linked to child labour and permanently scarred the island of bangka's landscape marks said in an interview ev companies do not want their supply chains to be similarly tainted he said,-0.9965806603431702,negative
indonesia's electric vehicle ambitions hinge on green mining drive,the indonesian government must immediately strengthen their environmental safeguards so similar problems won't arise from nickel mining electric vehicle production and sales are surging globally with the sector seen as key in the drive to curb climate change by cutting emissions from petrol and diesel reduce oil imports and fuel subsidies,0.535554826259613,positive
indonesia's electric vehicle ambitions hinge on green mining drive,but in southeast asia evs accounted for less than percent of sales in according to consultancy firm mckinsey company and governments are introducing incentives for auto and battery makers tax breaks for buyers and setting ambitious targets to become ev manufacturing hubs,-0.9840240478515625,negative
indonesia's electric vehicle ambitions hinge on green mining drive,rahul gupta an associate partner at mckinsey in singapore said indonesia has attracted investments in battery production and vehicle assembly while vietnam and thailand have won business in ev assembly and components like power trains and motors strengthen oversight besides nickel indonesia is also blessed with reserves of cobalt and copper,0.9987334609031677,positive
indonesia's electric vehicle ambitions hinge on green mining drive,but making battery-grade nickel produces high planet-heating emissions so indonesia has to shift from coal power plants to renewable energy to lure the likes of tesla and achieve its ambitious ev goals analysts said,0.9977491497993469,positive
indonesia's electric vehicle ambitions hinge on green mining drive,late last year the country clinched one of the largest-ever donor-led climate finance deals known as a just energy transition partnership to shutter its coal-fired power plants early and back renewables but analysts said those efforts must be accelerated,0.9523233771324158,positive
indonesia's electric vehicle ambitions hinge on green mining drive,some indonesian nickel mines are also operating without permits and have caused deforestation in protected areas contaminating the soil polluting the ocean and hurting the livelihoods of local fishermen marks said the country needs to significantly strengthen its environmental safeguards he said it generally needs to strengthen its over,-0.9987481832504272,negative
indonesia's electric vehicle ambitions hinge on green mining drive,jokowi banned exports of nickel ore in but allowed exports of higher value nickel products forcing companies to process and manufacture onshore,-0.521346390247345,negative
indonesia's electric vehicle ambitions hinge on green mining drive,however the introduction of a job creation law in may allow for strategic projects such as mining to skip environmental requirements said aditya mahalana a jakarta-based senior researcher at the international council on clean transportation risk for tesla,-0.6974582672119141,negative
indonesia's electric vehicle ambitions hinge on green mining drive,waste management is also important for ev investors as battery makers need to dump by-products in a contained area with limited ecosystem damage said mckinsey company's gupta,-0.8634323477745056,negative
indonesia's electric vehicle ambitions hinge on green mining drive,deep-sea tailings waste disposal and air pollution linked to nickel mining are other challenges for ev manufacturers seeking to prove their green credentials said albidin linda climate change and sustainability partner at consultancy ey indonesia,-0.9924391508102417,negative
indonesia's electric vehicle ambitions hinge on green mining drive,mining is an industry that is prone to sustainability risks and reputation risks in which heightened efforts to alleviate these potential problems are needed by corporates that are making sustainability a business priority linda said with a relatively unstable environmental protection framework and regulatory oversight operation in indone,-0.9869693517684937,negative
indonesia's electric vehicle ambitions hinge on green mining drive,while malaysia and thailand are the region's traditional auto manufacturing hubs indonesia is its largest vehicle market and is along major shipping and supply lines for importing materials and exporting final products said nicholas wagner a programme officer at the international renewable energy agency in bonn,0.9892190098762512,positive
indonesia's electric vehicle ambitions hinge on green mining drive,but new technology from foreign investment must also be accompanied by relevant training for workers to ensure the long-term sustainability of the ev business he added,0.9589793682098389,positive
indonesia's electric vehicle ambitions hinge on green mining drive,bill sullivan senior foreign counsel and a mining expert at christian teo partners in jakarta said a lack of regulatory and fiscal certainty owing to the government's tendency to change the rules of the game could hinder major ev investments,-0.9995334148406982,negative
indonesia's electric vehicle ambitions hinge on green mining drive,in addition low transparency and a wholly unsatisfactory court system leaves foreign investors at a huge disadvantage in any legal dispute with a well-connected and well-resourced local party sullivan warned,-0.9979908466339111,negative
indonesia's electric vehicle ambitions hinge on green mining drive,foreign investors in indonesian ev manufacturing need to make sure - as part of their environmental social and governance responsibilities - that metals come from mines that minimise their impact on the environment sullivan said,-0.9782524704933167,negative
indonesia's electric vehicle ambitions hinge on green mining drive,ev makers looking to invest in indonesia are likely to be keen to avoid the backlash electronics companies have faced over the last decade when linked with the environmental destruction caused by unregulated tin mining on the bangka-belitung islands,-0.7727554440498352,negative
indonesia's electric vehicle ambitions hinge on green mining drive,we really are in a race against the clock to save the climate and one leg of that race is to 'electrify everything' - but it mustn't be at the expense of human rights forests and clean water said arie rompas a forest campaigner for greenpeace indonesia in jakarta - pt,0.9288689494132996,positive
indonesia's electric vehicle ambitions hinge on green mining drive,bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9996496438980103,positive
freeport eases travel restrictions  grants days off to papuan workers following protest,gold and copper miner pt freeport indonesia has agreed to meet the demands of its employees at the grasberg complex in tembagapura papua after more than workers blocked access to the world's biggest gold mine please update your browser your browser is out of date and may not be compatible with our website,-0.9997538924217224,negative
freeport eases travel restrictions  grants days off to papuan workers following protest,a list of the most popular web browsers can be found below just click on the icons to get to the download page,-0.5779443383216858,negative
freeport eases travel restrictions  grants days off to papuan workers following protest,old and copper miner pt freeport indonesia has agreed to meet the demands of its employees at the grasberg complex in tembagapura papua after more than workers blocked access to the world's biggest gold mine,-0.7978529930114746,negative
freeport eases travel restrictions  grants days off to papuan workers following protest,freeport indonesia spokesperson riza pratama said the management had come to an agreement following a meeting with mimika regency's local covid- task force and mimika regent eltinus omaleng in timika on tuesday,-0.8938207626342773,negative
freeport eases travel restrictions  grants days off to papuan workers following protest,per the agreement freeport indonesia employees stationed in tembagapura may visit their families in neighboring timika on their days off and take covid- rapid tests there in accordance with company protocol riza said,-0.861486554145813,negative
freeport eases travel restrictions  grants days off to papuan workers following protest,furthermore freeport indonesia employees would no longer be required to take polymerase chain reaction pcr tests upon entering timika via the gorong-gorong bus terminal and would instead only be subjected to temperature checks he added,0.5362942218780518,positive
freeport eases travel restrictions  grants days off to papuan workers following protest,in the next six weeks the company's workers who have not taken a single leave since april are to be given priority for leave according to riza those who had been working during the covid- pandemic would also rewarded by the company he said,-0.9123764634132385,negative
freeport eases travel restrictions  grants days off to papuan workers following protest,the management will provide financial rewards to those employees riza said on tuesday as quoted by kompascom more than freeport miners protested the firm's decision to stop visits to their families over health concerns during a public demonstration at the grasberg complex on monday,-0.6630867123603821,negative
freeport eases travel restrictions  grants days off to papuan workers following protest,the protest which started early monday morning came in response to a company decision to cancel bus services to the city of timika in response to fears about the spread of coronavirus infections in may freeport said it was reducing its staff at the mine which employed about people after virus infections rose in the area,-0.9990530610084534,negative
freeport eases travel restrictions  grants days off to papuan workers following protest,mimika regent eltinus previously urged president joko jokowi widodo to temporarily close the local freeport mining complex as the number of covid- cases in the area continued to rise rfa - pt,-0.9888378381729126,negative
freeport eases travel restrictions  grants days off to papuan workers following protest,bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9996496438980103,positive
mind id looks for   b loan to buy stake in vale indonesia  pay debt,state-owned mining holding company mind id is working to secure a loan as one of the options to support its purchase of a percent stake in indonesia's largest nickel mining company vale indonesia,-0.8681685924530029,negative
mind id looks for   b loan to buy stake in vale indonesia  pay debt,state-owned mining holding company mind id is working to secure a loan as one of the options to support its purchase of a percent stake in indonesia's largest nickel mining company pt vale indonesia please update your browser your browser is out of date and may not be compatible with our website,-0.9997462630271912,negative
mind id looks for   b loan to buy stake in vale indonesia  pay debt,a list of the most popular web browsers can be found below just click on the icons to get to the download page state-owned mining holding company mind id is working to secure a loan as one of the options to support its purchase of a percent stake in indonesia's largest nickel mining company vale indonesia,-0.9837993383407593,negative
mind id looks for   b loan to buy stake in vale indonesia  pay debt,tate-owned mining holding company mind id is working to secure a loan as one of the options to support its purchase of a percent stake in indonesia's largest nickel mining company pt vale indonesia,-0.8740270137786865,negative
mind id looks for   b loan to buy stake in vale indonesia  pay debt,mind id finance director akhmad fazri said the company was looking for a suitable funding structure to finance the acquisition and other needs including debt restructuring and capital expenditure for companies under the holding he did not deny reports that the company was pursuing external loans amounting to billion,0.950312077999115,positive
mind id looks for   b loan to buy stake in vale indonesia  pay debt,we're still considering external loans we shall see the vibes from the lenders if it's good we'll follow up he said on monday as reported by bloomberg technoz on tuesday akhmad did not elaborate on how much of the company debt would be restructured,-0.9405476450920105,negative
mind id looks for   b loan to buy stake in vale indonesia  pay debt,read also mind id to become largest single shareholder in vale indonesia for m nevertheless he explained that mind id would still try to rely on internal cash to buy the vale indonesia stake but that that would depend on the dividend payment to the government,-0.98676598072052,negative
mind id looks for   b loan to buy stake in vale indonesia  pay debt,the soes ministry has a dividend target from this soe mind id we are still looking at this if the government demands only a small dividend mind id could use internal cash akhmad said - pt,-0.9990472197532654,negative
mind id looks for   b loan to buy stake in vale indonesia  pay debt,bina media tenggara or continue login with share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9993606209754944,positive
investment beats target as mining sector roars,base metals industry attracts lion's share of funds indonesia has exceeded its target for realized investment in four consecutive years as the mining sector in conjunction with the development of downstream industries attracted vastly greater funding last year please update your browser your browser is out of date and may not be compatible wi,-0.9987952709197998,negative
investment beats target as mining sector roars,just click on the icons to get to the download page base metals industry attracts lion's share of funds ndonesia has exceeded its target for realized investment in four consecutive years as the mining sector in conjunction with the development of downstream industries attracted vastly greater funding last year,0.9950802326202393,positive
investment beats target as mining sector roars,capital injections in the real sector increased by percent to rp quadrillion us billion last year surpassing by rp trillion a target proclaimed by the president the investment ministry report does not include investment in the financial sector the oil and gas sector nor in micro small and medium enterprises msmes,-0.9921884536743164,negative
investment beats target as mining sector roars,the national development planning ministry had an investment target of rp trillion for but president joko jokowi widodo raised the bar to rp quadrillion telling his officials to accelerate indonesia's development so as to achieve advanced economy status by,0.9511896371841431,positive
investment beats target as mining sector roars,jokowi expects the country's gdp growth to remain above percent every year which is deemed a prerequisite to reach the goal many people were pessimistic back then but now this is the largest full-year investment ever recorded investment minister bahlil lahadalia told reporters on tuesday,0.9783498048782349,positive
investment beats target as mining sector roars,the ministry touted its success in building industries to not only extract the country's natural resources but also add value to them as the top two sectors drawing investment last year underpinned each other's growth,0.9987847208976746,positive
investment beats target as mining sector roars,the lion's share of investment namely rp trillion went to the base-metals industry last year with the annual rise of percent being a testament to the jokowi administration's push for downstream development,0.985129714012146,positive
investment beats target as mining sector roars,the mining industry as the upstream component of the same minerals ecosystem meanwhile attracted rp trillion from investors with a massive annual increase of percent catapulting it from fifth place to second place,0.99320387840271,positive
investment beats target as mining sector roars,base metals and mining now go hand-in-hand because one of them is the processing industry while the other is the one that provides the raw materials bahlil noted,0.9696836471557617,positive
investment beats target as mining sector roars,singapore remained the largest source of foreign direct investment last year with an equivalent of us billion worth of funds coming in from the city-state up percent although bahlil reasserted that much of that was indonesian money,-0.6638409495353699,negative
investment beats target as mining sector roars,mainland china rose to the runner-up position with billion up percent dethroning hong kong which fell into third place with billion after rising by a relatively modest percent,-0.9814596176147461,negative
investment beats target as mining sector roars,while the ministry's figures differentiate between hong kong and the mainland adding the two together show that china as a whole accounted for most foreign direct investment flowing to indonesia despite fdi from the united states increasing percent last year the country fell from fourth position to sixth place with an investment value of,-0.6165173649787903,negative
investment beats target as mining sector roars,regarding malaysia's rise into the fifth position with billion of direct investment bahlil said some of that was korean money as seoul-based conglomerate lotte began disbursing investment to jakarta through its hub in kuala lumpur,-0.9901304841041565,negative
investment beats target as mining sector roars,the indonesian chamber of commerce and industry kadin has expressed appreciation of government efforts and public-private-sector collaboration in luring investment to the country such as joint promotional efforts conducted through the group of forum and the connected business agenda,0.9989334940910339,positive
investment beats target as mining sector roars,just like the president we view attracting investment as the endgame kadin deputy chairman for investment tony wenas who is also the ceo of pt freeport indonesia told the jakarta post notwithstanding significant growth achieved over the years industry players and experts expressed hope for the government to do more to address issues plag,-0.9037914276123047,negative
investment beats target as mining sector roars,exceeding investment targets did not automatically translate into huge employment opportunities cautioned institute for the development of economics and finance indef economist abdul manap the government should have done more to attract investment ensuring jobs growth by focusing on attracting labor-intensive manufacturing businesses instead,-0.9991500377655029,negative
investment beats target as mining sector roars,the number of workers employed through the realized direct investment last year rose by percent to investment ministry data show trailing the investment growth of percent labor-intensive investment is a very complex issue the costs are high here particularly the bribing costs abdul said,-0.9920118451118469,negative
investment beats target as mining sector roars,the investment ministry data on realized investment is based on reports received from businesses through the online-single submission system where all firms are required to insert data on employee's remuneration land acquisition and production - pt bina media tenggara share your experiences suggestions and any issues you've enc,-0.9920823574066162,negative
investment beats target as mining sector roars,we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9998171925544739,positive
police seal coal mining area in jambi over dispute between companies,the police sealed a coal mining area in hajran village in batang hari regency jambi on thursday over a dispute between coal miner pt kurnia alam investama kai and mining service company pt pelabuhan universal sumatra pus,-0.9817447066307068,negative
police seal coal mining area in jambi over dispute between companies,please update your browser your browser is out of date and may not be compatible with our website a list of the most popular web browsers can be found below just click on the icons to get to the download page,-0.9997544884681702,negative
police seal coal mining area in jambi over dispute between companies,he police sealed a coal mining area in hajran village in batang hari regency jambi on thursday over a dispute between coal miner pt kurnia alam investama kai and mining service company pt pelabuhan universal sumatra pus jambi police general crimes investigator adj comr,-0.9789482951164246,negative
police seal coal mining area in jambi over dispute between companies,amin nasution said the police had closed a number of mining locations in the area due to civil and criminal disputes reported by pus against kai pt pus alleges that pt kai unilaterally terminated its contract among other criminal allegations amin said on friday,-0.9978973865509033,negative
police seal coal mining area in jambi over dispute between companies,the police were currently in the process of investigating the case he added according to pus executive manager yusuf badri the company signed in a -year contract with pt universal support and pt bumi bara makmur mandiri and its affiliate kai which served as the holder of mining licenses,-0.9877974390983582,negative
police seal coal mining area in jambi over dispute between companies,read also jokowi saves forests but fails to resolve land mining conflicts yusuf said his company had acquired hectares of land for mining in february in accordance with the work plan and budget document approved by the jambi energy and mineral resources agency,-0.9985969662666321,negative
police seal coal mining area in jambi over dispute between companies,the agreement was that kai would carry out mining activities with universal support as the contractor on the land pt universal support has built the infrastructure and has now entered the production stage however after two years pt bumi bara makmur mandiri and pt kai have ended the contract without any clear reason,-0.9956098198890686,negative
police seal coal mining area in jambi over dispute between companies,many workers have lost their jobs because of this situation he said pus also reported kai for its alleged failure to meet the legal obligations for work in two other locations kai head of mining engineering tonni budihartono said the hectares of land under pus was not mentioned in the work plan,-0.9994126558303833,negative
police seal coal mining area in jambi over dispute between companies,the mining area that we are working on is based on the revised version of the work plan said tonni aly - pt bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen,-0.9771281480789185,negative
police seal coal mining area in jambi over dispute between companies,thank you for sharing your thoughts we appreciate your feedback,0.9998356103897095,positive
energy  mining investments in ri fall to  -year record low in     ,in indonesia companies delayed or even pulled out of several multimillion dollar projects last year including projects to develop metal smelters oil and gas fields power plants and oil refineries,-0.9954936504364014,negative
energy  mining investments in ri fall to  -year record low in     ,energy and mining investments hit the lowest level in at least five years in shrinking percent year-on-year yoy to billion as the coronavirus outbreak canceled projects across the board reducing indonesia's chance of meeting its economic goals on time,-0.9996237754821777,negative
energy  mining investments in ri fall to  -year record low in     ,please update your browser your browser is out of date and may not be compatible with our website a list of the most popular web browsers can be found below just click on the icons to get to the download page,-0.9997544884681702,negative
energy  mining investments in ri fall to  -year record low in     ,in indonesia companies delayed or even pulled out of several multimillion dollar projects last year including projects to develop metal smelters oil and gas fields power plants and oil refineries,-0.9954936504364014,negative
energy  mining investments in ri fall to  -year record low in     ,nergy and mining investments hit the lowest level in at least five years in shrinking percent year-on-year yoy to billion as the coronavirus outbreak canceled projects across the board reducing indonesia's chance of meeting its economic goals on time,-0.9996250867843628,negative
energy  mining investments in ri fall to  -year record low in     ,energy and mineral resources esdm ministry data revealed that the sharpest annual decline was booked in the electricity sector percent followed by mining percent renewables percent and then oil and gas percent there was indeed a decline compared to,-0.9616523385047913,negative
energy  mining investments in ri fall to  -year record low in     ,this was because of the challenges we faced acknowledged energy minister arifin tasrif at a virtual press conference on jan the covid- pandemic rammed global energy and minerals demand such that commodity prices fell to record lows and companies drastically cut capital spending,-0.9968902468681335,negative
energy  mining investments in ri fall to  -year record low in     ,the international energy agency iea projects that global energy investments excluding mining investments fell percent yoy to trillion in,-0.9976274371147156,negative
energy  mining investments in ri fall to  -year record low in     ,in indonesia companies delayed or even pulled out of several multimillion dollar projects last year including projects to develop metal smelters oil and gas fields power plants and oil refineries the data shows that energy and mining investments hit percent lower than the target of billion,-0.9993382096290588,negative
energy  mining investments in ri fall to  -year record low in     ,the biggest shortfalls were in mining percent followed by electricity percent renewables percent and oil and gas percent investments falling below target due to the pandemic is understandable,-0.967377245426178,negative
energy  mining investments in ri fall to  -year record low in     ,but i also see that low investments arose from unresolved issues not related to the pandemic executive director fabby tumiwa of the institute for essential services reform iesr which often advises players in the renewables industry said on jan,-0.9988251328468323,negative
energy  mining investments in ri fall to  -year record low in     ,fabby said that several micro hydro and hydropower plants due to start operating in were delayed due to bankability and auction issues with state-owned electricity giant pln,-0.9987926483154297,negative
energy  mining investments in ri fall to  -year record low in     ,ministry data shows that in indonesia increased its electricity generating capacity by building new green plants predominantly hydropower plants with a combined output of megawatts mw in comparison the country built new plants with mw of combined output in,-0.6050658226013184,negative
energy  mining investments in ri fall to  -year record low in     ,several studies say indonesia will miss its aim to achieve percent of its energy from renewables by under a business as usual scenario,-0.999681830406189,negative
energy  mining investments in ri fall to  -year record low in     ,in the electricity sector the postponement of many power plant development projects risks further pushing back the country's six- year-old program to build gigawatts gw of new power plants by,-0.9890204071998596,negative
energy  mining investments in ri fall to  -year record low in     ,many of the delayed plants include big coal-fired power plants pltu like coal giant pt adaro energy's mw batang plant in central java which many experts say will exacerbate pln's financial problems,-0.9925379157066345,negative
energy  mining investments in ri fall to  -year record low in     ,our commitment to the gw electrification projects in the pipeline that have signed contracts will be fulfilled but we are trying to renegotiate the contracts said minister arifin,-0.9781358242034912,negative
energy  mining investments in ri fall to  -year record low in     ,in the mining sector lawmakers delayed a landmark raw metals export ban by a year to in a mining law amendment following delays in smelter projects central to the government's large-scale downstreaming goals,-0.9876794219017029,negative
energy  mining investments in ri fall to  -year record low in     ,ministry data shows that only two new nickel smelters were completed last year instead of the initial target of four metal smelters in the global oil and gas industry upstream companies cut capital spending by an average percent last year leading indonesia to lower its gas output target by percent to,-0.9986414313316345,negative
energy  mining investments in ri fall to  -year record low in     ,million metric standard cubic feet per day mmscfd and its oil output target by percent to barrels of oil per day bopd,-0.9949511289596558,negative
energy  mining investments in ri fall to  -year record low in     ,oil and gas supermajors shell and chevron were reported in august as planning to exit the nationally strategic gas-rich masela block and the indonesia deepwater development idd projects,-0.9989970326423645,negative
energy  mining investments in ri fall to  -year record low in     ,the decline in investment was due to weak oil prices and the pandemic said energy economist fahmy radhi of gadjah mada university ugm also on jan the delays put at risk indonesia's plan to produce million bopd and mmscfd by,-0.9985805749893188,negative
energy  mining investments in ri fall to  -year record low in     ,going forward the energy ministry expects investments to reach billion in higher than even led by investment doubling in renewable energy as well as higher investments in mining electricity and oil and gas,0.5374806523323059,positive
energy  mining investments in ri fall to  -year record low in     ,fahmy expressed pessimism however projecting investments to reach billion this year higher than in but lower than with the caveat that the covid- dies down,-0.998573899269104,negative
energy  mining investments in ri fall to  -year record low in     ,the iesr's fabby said in realizing investments depended not only on containing the health crisis but also on the government's ability to cut the red tape that had been blocking investments long before covid- arrived in the country,-0.992933988571167,negative
energy  mining investments in ri fall to  -year record low in     ,the implementation of the job creation law will be the litmus test because this is the law the government has been hyping up as a means of structural reform to boost investment he said - pt,-0.9953486323356628,negative
energy  mining investments in ri fall to  -year record low in     ,bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9996496438980103,positive
bumi swaps stakes in subsidiaries to clear     b debt,the countrys largest thermal coal miner pt bumi resources is set to swap its ownership in a number of subsidiaries and sell new shares to pay off its us the country's largest thermal coal miner pt bumi resources,-0.9973983764648438,negative
bumi swaps stakes in subsidiaries to clear     b debt,is set to swap its ownership in a number of subsidiaries and sell new shares to pay off its us billion debt to its creditor the china investment corporation cicunder the agreement bumi will swap percent of ownership in its non-coal unit pt bumi resources minerals brms and percent,-0.9967898726463318,negative
bumi swaps stakes in subsidiaries to clear     b debt,respectively in pt kaltim prima coal kpc indocoal resources cayman ltd and pt indocoal kaltim resources bumi currently holds an percent stake in brms,-0.894488513469696,negative
bumi swaps stakes in subsidiaries to clear     b debt,percent in kpc and percent stakes in both indocoal resources and indocoal kaltimbesides swapping the ownership stakes in its subsidiaries bumi will also issue new shares worth up to million for ownership by the cic in exchange for clearing its billion debt,-0.9649345278739929,negative
bumi swaps stakes in subsidiaries to clear     b debt,which will mature in and bumi did not specify how much of the amount would equal its enlarged capital the company's director and corporate secretary dileep srivastava said bumi would provide further information about the new share sale in the near futureshares in bumi,-0.9877793192863464,negative
bumi swaps stakes in subsidiaries to clear     b debt,which are traded on the indonesia stock exchange idx under the code bumi closed at rp on wednesday an increase of percent compared to the day before bumi's announcement came after the stock market closed,-0.9799368381500244,negative
bumi swaps stakes in subsidiaries to clear     b debt,its market capitalization totaled rp trillion million as of wednesdaythe company said that if any residual amount emerged from the above measures that amount would be converted into a three- year loan at a competitive market rate srivastava reaffirmed that the precise details of any possible residual amount from the debt settlement,-0.9887902736663818,negative
bumi swaps stakes in subsidiaries to clear     b debt,'bumi will take steps to obtain the necessary approvals as per existing legislation and regulations and will work to a final closure by year-end' bumi said in the written statementbumi's mounting debts have been a major concerns for investors,-0.9662880301475525,negative
bumi swaps stakes in subsidiaries to clear     b debt,rating agencies such as moody's investors service downgraded the coal miner's credit rating over concerns regarding its ability to pay the debt amid plunging coal prices and a prolonged dispute entangling the firm's parent company london-listed bumi plc which holds a percent stake in the coal miner,-0.9977752566337585,negative
bumi swaps stakes in subsidiaries to clear     b debt,bumi plc is in the process of divesting the subsidiary to indonesian conglomerate the bakrie groupthe cic loan which was divided into three tranches totaling billion was issued in,-0.9934458136558533,negative
bumi swaps stakes in subsidiaries to clear     b debt,bumi the jewel in the crown of the bakrie family's business empire used the funds to acquire stakes in mining contractor pt darma henwa and coal miners pt fajar bumi sakti and pt pendopo energi batubara as well as to pay off other debts and support expenditure,0.9016910791397095,positive
bumi swaps stakes in subsidiaries to clear     b debt,the company paid the first tranche of million in please update your browser your browser is out of date and may not be compatible with our website a list of the most popular web browsers can be found below just click on the icons to get to the download page,-0.9997695088386536,negative
bumi swaps stakes in subsidiaries to clear     b debt,the countrys largest thermal coal miner pt bumi resources is set to swap its ownership in a number of subsidiaries and sell new shares to pay off its us he country's largest thermal coal miner pt bumi resources,-0.9977512955665588,negative
bumi swaps stakes in subsidiaries to clear     b debt,is set to swap its ownership in a number of subsidiaries and sell new shares to pay off its us billion debt to its creditor the china investment corporation cicunder the agreement bumi will swap percent of ownership in its non-coal unit pt bumi resources minerals brms and percent,-0.9967898726463318,negative
bumi swaps stakes in subsidiaries to clear     b debt,respectively in pt kaltim prima coal kpc indocoal resources cayman ltd and pt indocoal kaltim resources bumi currently holds an percent stake in brms,-0.894488513469696,negative
bumi swaps stakes in subsidiaries to clear     b debt,percent in kpc and percent stakes in both indocoal resources and indocoal kaltimbesides swapping the ownership stakes in its subsidiaries bumi will also issue new shares worth up to million for ownership by the cic in exchange for clearing its billion debt,-0.9649345278739929,negative
bumi swaps stakes in subsidiaries to clear     b debt,which will mature in and bumi did not specify how much of the amount would equal its enlarged capital the company's director and corporate secretary dileep srivastava said bumi would provide further information about the new share sale in the near futureshares in bumi,-0.9877793192863464,negative
bumi swaps stakes in subsidiaries to clear     b debt,which are traded on the indonesia stock exchange idx under the code bumi closed at rp on wednesday an increase of percent compared to the day before bumi's announcement came after the stock market closed,-0.9799368381500244,negative
bumi swaps stakes in subsidiaries to clear     b debt,its market capitalization totaled rp trillion million as of wednesdaythe company said that if any residual amount emerged from the above measures that amount would be converted into a three- year loan at a competitive market rate srivastava reaffirmed that the precise details of any possible residual amount from the debt settlement,-0.9887902736663818,negative
bumi swaps stakes in subsidiaries to clear     b debt,'bumi will take steps to obtain the necessary approvals as per existing legislation and regulations and will work to a final closure by year-end' bumi said in the written statementbumi's mounting debts have been a major concerns for investors,-0.9662880301475525,negative
bumi swaps stakes in subsidiaries to clear     b debt,rating agencies such as moody's investors service downgraded the coal miner's credit rating over concerns regarding its ability to pay the debt amid plunging coal prices and a prolonged dispute entangling the firm's parent company london-listed bumi plc which holds a percent stake in the coal miner,-0.9977752566337585,negative
bumi swaps stakes in subsidiaries to clear     b debt,bumi plc is in the process of divesting the subsidiary to indonesian conglomerate the bakrie groupthe cic loan which was divided into three tranches totaling billion was issued in,-0.9934458136558533,negative
bumi swaps stakes in subsidiaries to clear     b debt,bumi the jewel in the crown of the bakrie family's business empire used the funds to acquire stakes in mining contractor pt darma henwa and coal miners pt fajar bumi sakti and pt pendopo energi batubara as well as to pay off other debts and support expenditure,0.9016910791397095,positive
bumi swaps stakes in subsidiaries to clear     b debt,the company paid the first tranche of million in - pt bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts,0.9942733645439148,positive
bumi swaps stakes in subsidiaries to clear     b debt,we appreciate your feedback,0.9998094439506531,positive
freeport to build new smelter in papua to fulfill contract extension condition,the government has asked gold and copper miner pt freeport indonesia ptfi to quickly realize its plan to build a new smelter in papua as one of the perquisites to extend the firm's mining permit to,-0.9758294820785522,negative
freeport to build new smelter in papua to fulfill contract extension condition,the government has asked gold and copper miner pt freeport indonesia ptfi to quickly realize its plan to build a new smelter in papua as one of the perquisites to extending the firm's mining permit to please update your browser your browser is out of date and may not be compatible with our website,-0.9997929930686951,negative
freeport to build new smelter in papua to fulfill contract extension condition,a list of the most popular web browsers can be found below just click on the icons to get to the download page the government has asked gold and copper miner pt freeport indonesia ptfi to quickly realize its plan to build a new smelter in papua as one of the perquisites to extend the firm's mining permit to,-0.9852293133735657,negative
freeport to build new smelter in papua to fulfill contract extension condition,he government has asked gold and copper miner pt freeport indonesia ptfi to quickly realize its plan to build a new smelter in papua as one of the perquisites to extending the firm's mining permit to,-0.9723848104476929,negative
freeport to build new smelter in papua to fulfill contract extension condition,energy and mineral resources minister arifin tasrif said the extension was based on the consideration that there were still significant mineral reserves in grasberg papua that had yet to be exploited,0.8489269614219666,positive
freeport to build new smelter in papua to fulfill contract extension condition,yes we could extend ptfi's operations to because the company's been around for decades and in these terms there are reserves how can we terminate the contract and look for other investors he told reporters in jakarta on friday,-0.9987097978591919,negative
